Actual_Class,Fraud_Probability,Risk_Score,Risk_Category,Recommended_Action
0,0.8107662,81,Critical Risk,Fraud Investigation Team
0,0.76260304,76,Critical Risk,Fraud Investigation Team
0,0.5403387,54,High Risk,Manual Investigation
0,0.03889215,4,Low Risk,Auto Approve
0,0.054235775,5,Low Risk,Auto Approve
0,0.06256434,6,Low Risk,Auto Approve
0,0.020919345,2,Low Risk,Auto Approve
0,0.7546073,75,High Risk,Manual Investigation
0,0.27669823,28,Medium Risk,Quick Verification
0,0.28355044,28,Medium Risk,Quick Verification
0,0.46081787,46,Medium Risk,Quick Verification
0,0.018501263,2,Low Risk,Auto Approve
0,0.062219895,6,Low Risk,Auto Approve
0,0.0009094203,0,Low Risk,Auto Approve
0,0.22841007,23,Low Risk,Auto Approve
0,0.0007818048,0,Low Risk,Auto Approve
1,0.56057674,56,High Risk,Manual Investigation
0,0.0063891835,1,Low Risk,Auto Approve
0,0.00043253417,0,Low Risk,Auto Approve
0,0.0078834575,1,Low Risk,Auto Approve
0,0.9059814,91,Critical Risk,Fraud Investigation Team
0,0.94015026,94,Critical Risk,Fraud Investigation Team
1,0.28351814,28,Medium Risk,Quick Verification
0,0.76116896,76,Critical Risk,Fraud Investigation Team
0,0.01872266,2,Low Risk,Auto Approve
0,0.5112655,51,High Risk,Manual Investigation
0,0.011733138,1,Low Risk,Auto Approve
0,0.012950983,1,Low Risk,Auto Approve
0,0.0053579668,1,Low Risk,Auto Approve
0,0.20391716,20,Low Risk,Auto Approve
0,0.0028879081,0,Low Risk,Auto Approve
0,0.011287903,1,Low Risk,Auto Approve
0,0.038969,4,Low Risk,Auto Approve
0,0.003398734,0,Low Risk,Auto Approve
0,0.113789484,11,Low Risk,Auto Approve
0,0.061001875,6,Low Risk,Auto Approve
0,0.67457855,67,High Risk,Manual Investigation
0,0.00012228881,0,Low Risk,Auto Approve
0,0.00010907816,0,Low Risk,Auto Approve
0,0.11374684,11,Low Risk,Auto Approve
0,0.8744461,87,Critical Risk,Fraud Investigation Team
0,0.43426085,43,Medium Risk,Quick Verification
0,0.01223176,1,Low Risk,Auto Approve
0,0.7366147,74,High Risk,Manual Investigation
0,0.060105015,6,Low Risk,Auto Approve
0,0.8488684,85,Critical Risk,Fraud Investigation Team
0,0.022220438,2,Low Risk,Auto Approve
1,0.8273659,83,Critical Risk,Fraud Investigation Team
0,0.015569549,2,Low Risk,Auto Approve
0,0.30292758,30,Medium Risk,Quick Verification
0,0.13178347,13,Low Risk,Auto Approve
0,0.047906008,5,Low Risk,Auto Approve
0,0.03474543,3,Low Risk,Auto Approve
0,0.4620224,46,Medium Risk,Quick Verification
1,0.028891444,3,Low Risk,Auto Approve
0,0.36368236,36,Medium Risk,Quick Verification
0,0.8164151,82,Critical Risk,Fraud Investigation Team
0,0.004435527,0,Low Risk,Auto Approve
0,0.5010615,50,Medium Risk,Quick Verification
0,0.4693977,47,Medium Risk,Quick Verification
0,0.60733527,61,High Risk,Manual Investigation
0,0.0012544404,0,Low Risk,Auto Approve
0,0.07085529,7,Low Risk,Auto Approve
0,0.22592902,23,Low Risk,Auto Approve
0,0.029580127,3,Low Risk,Auto Approve
0,0.095417,10,Low Risk,Auto Approve
0,0.86824805,87,Critical Risk,Fraud Investigation Team
0,0.070398115,7,Low Risk,Auto Approve
1,0.4038829,40,Medium Risk,Quick Verification
0,0.2561445,26,Medium Risk,Quick Verification
0,0.0006931587,0,Low Risk,Auto Approve
0,0.6656095,67,High Risk,Manual Investigation
0,0.011388408,1,Low Risk,Auto Approve
0,0.023951469,2,Low Risk,Auto Approve
0,0.0017794754,0,Low Risk,Auto Approve
0,0.0036162038,0,Low Risk,Auto Approve
0,0.0034316091,0,Low Risk,Auto Approve
0,0.006556887,1,Low Risk,Auto Approve
0,0.003620299,0,Low Risk,Auto Approve
0,0.00032766207,0,Low Risk,Auto Approve
0,0.052072935,5,Low Risk,Auto Approve
0,9.467634e-05,0,Low Risk,Auto Approve
0,0.005050705,1,Low Risk,Auto Approve
0,0.00033952168,0,Low Risk,Auto Approve
0,0.0021912428,0,Low Risk,Auto Approve
0,0.0027194952,0,Low Risk,Auto Approve
0,0.0083077215,1,Low Risk,Auto Approve
0,0.0013013032,0,Low Risk,Auto Approve
0,0.00012713853,0,Low Risk,Auto Approve
0,0.30711073,31,Medium Risk,Quick Verification
0,0.14680704,15,Low Risk,Auto Approve
0,0.0068064034,1,Low Risk,Auto Approve
0,0.0005487977,0,Low Risk,Auto Approve
0,0.00015422537,0,Low Risk,Auto Approve
0,0.032137185,3,Low Risk,Auto Approve
0,0.0008956216,0,Low Risk,Auto Approve
0,0.073831305,7,Low Risk,Auto Approve
0,0.01636365,2,Low Risk,Auto Approve
0,0.0007081503,0,Low Risk,Auto Approve
1,0.8631853,86,Critical Risk,Fraud Investigation Team
0,0.0010600645,0,Low Risk,Auto Approve
0,0.018013624,2,Low Risk,Auto Approve
0,0.38287178,38,Medium Risk,Quick Verification
0,0.31622714,32,Medium Risk,Quick Verification
0,0.55597365,56,High Risk,Manual Investigation
0,0.00012690222,0,Low Risk,Auto Approve
0,0.008936046,1,Low Risk,Auto Approve
0,0.0013816502,0,Low Risk,Auto Approve
0,0.018585715,2,Low Risk,Auto Approve
0,1.1649372e-05,0,Low Risk,Auto Approve
0,0.4729066,47,Medium Risk,Quick Verification
0,0.0005413742,0,Low Risk,Auto Approve
0,0.6102304,61,High Risk,Manual Investigation
0,0.0011883362,0,Low Risk,Auto Approve
0,0.060586344,6,Low Risk,Auto Approve
0,0.03317792,3,Low Risk,Auto Approve
0,0.0008178152,0,Low Risk,Auto Approve
0,0.010972625,1,Low Risk,Auto Approve
0,0.35849902,36,Medium Risk,Quick Verification
1,0.637136,64,High Risk,Manual Investigation
0,0.0033116087,0,Low Risk,Auto Approve
0,0.7284544,73,High Risk,Manual Investigation
0,0.020890618,2,Low Risk,Auto Approve
1,0.3267257,33,Medium Risk,Quick Verification
0,6.8745234e-05,0,Low Risk,Auto Approve
0,0.42378992,42,Medium Risk,Quick Verification
0,0.00046379794,0,Low Risk,Auto Approve
0,0.65394276,65,High Risk,Manual Investigation
0,0.9221497,92,Critical Risk,Fraud Investigation Team
0,0.00081506226,0,Low Risk,Auto Approve
0,0.017899608,2,Low Risk,Auto Approve
0,0.009086969,1,Low Risk,Auto Approve
0,5.0850733e-05,0,Low Risk,Auto Approve
0,0.19164228,19,Low Risk,Auto Approve
0,0.016814971,2,Low Risk,Auto Approve
0,0.5384416,54,High Risk,Manual Investigation
0,0.0047226865,0,Low Risk,Auto Approve
0,0.76557136,77,Critical Risk,Fraud Investigation Team
0,0.15264913,15,Low Risk,Auto Approve
0,0.01199685,1,Low Risk,Auto Approve
0,0.0063844384,1,Low Risk,Auto Approve
0,0.0054632346,1,Low Risk,Auto Approve
0,0.11438583,11,Low Risk,Auto Approve
0,0.0065567596,1,Low Risk,Auto Approve
0,0.03196006,3,Low Risk,Auto Approve
0,0.00908175,1,Low Risk,Auto Approve
0,0.29050186,29,Medium Risk,Quick Verification
0,0.7678641,77,Critical Risk,Fraud Investigation Team
0,0.0069089266,1,Low Risk,Auto Approve
0,0.2710536,27,Medium Risk,Quick Verification
0,0.5947558,59,High Risk,Manual Investigation
0,0.040362038,4,Low Risk,Auto Approve
0,0.0018532085,0,Low Risk,Auto Approve
0,0.016535006,2,Low Risk,Auto Approve
0,0.024588477,2,Low Risk,Auto Approve
0,0.0871606,9,Low Risk,Auto Approve
0,0.0011218832,0,Low Risk,Auto Approve
0,0.021402294,2,Low Risk,Auto Approve
0,0.061752044,6,Low Risk,Auto Approve
0,0.10795975,11,Low Risk,Auto Approve
0,0.24546537,25,Low Risk,Auto Approve
0,0.008161809,1,Low Risk,Auto Approve
0,0.01587438,2,Low Risk,Auto Approve
0,0.2611814,26,Medium Risk,Quick Verification
0,0.0072546857,1,Low Risk,Auto Approve
0,0.006966361,1,Low Risk,Auto Approve
0,0.005101771,1,Low Risk,Auto Approve
0,0.00011857273,0,Low Risk,Auto Approve
0,0.0030503962,0,Low Risk,Auto Approve
0,0.59712434,60,High Risk,Manual Investigation
0,0.02036333,2,Low Risk,Auto Approve
1,0.78878146,79,Critical Risk,Fraud Investigation Team
0,0.0014779309,0,Low Risk,Auto Approve
0,0.1287624,13,Low Risk,Auto Approve
0,0.5505714,55,High Risk,Manual Investigation
0,0.003654853,0,Low Risk,Auto Approve
0,0.035155308,4,Low Risk,Auto Approve
0,0.46712992,47,Medium Risk,Quick Verification
0,0.6911081,69,High Risk,Manual Investigation
0,0.00010375088,0,Low Risk,Auto Approve
0,0.002090553,0,Low Risk,Auto Approve
0,0.0001639153,0,Low Risk,Auto Approve
0,0.27090788,27,Medium Risk,Quick Verification
0,0.000959805,0,Low Risk,Auto Approve
0,0.0010169607,0,Low Risk,Auto Approve
0,0.2748221,27,Medium Risk,Quick Verification
0,0.00041177624,0,Low Risk,Auto Approve
0,0.09550528,10,Low Risk,Auto Approve
0,0.0069247894,1,Low Risk,Auto Approve
0,0.0074021798,1,Low Risk,Auto Approve
0,0.022954926,2,Low Risk,Auto Approve
0,0.0040694033,0,Low Risk,Auto Approve
0,0.005840592,1,Low Risk,Auto Approve
0,0.20333815,20,Low Risk,Auto Approve
0,0.032321766,3,Low Risk,Auto Approve
0,0.00010606565,0,Low Risk,Auto Approve
0,0.021608839,2,Low Risk,Auto Approve
0,0.020141598,2,Low Risk,Auto Approve
0,0.00092204707,0,Low Risk,Auto Approve
0,0.01819666,2,Low Risk,Auto Approve
0,0.42945984,43,Medium Risk,Quick Verification
0,0.007700244,1,Low Risk,Auto Approve
0,0.6515089,65,High Risk,Manual Investigation
1,0.88317555,88,Critical Risk,Fraud Investigation Team
0,0.82962376,83,Critical Risk,Fraud Investigation Team
0,0.4271639,43,Medium Risk,Quick Verification
0,0.0012064708,0,Low Risk,Auto Approve
0,0.7364669,74,High Risk,Manual Investigation
0,0.28564852,29,Medium Risk,Quick Verification
0,0.13220243,13,Low Risk,Auto Approve
0,0.00044015035,0,Low Risk,Auto Approve
0,0.011061441,1,Low Risk,Auto Approve
0,0.6123631,61,High Risk,Manual Investigation
0,0.084214985,8,Low Risk,Auto Approve
0,0.0065555857,1,Low Risk,Auto Approve
0,0.00015725248,0,Low Risk,Auto Approve
0,0.3621716,36,Medium Risk,Quick Verification
0,0.5614899,56,High Risk,Manual Investigation
0,0.26724735,27,Medium Risk,Quick Verification
0,0.00019069095,0,Low Risk,Auto Approve
0,0.0071033156,1,Low Risk,Auto Approve
0,0.06654168,7,Low Risk,Auto Approve
0,0.042563915,4,Low Risk,Auto Approve
0,0.18470357,18,Low Risk,Auto Approve
0,0.0041403156,0,Low Risk,Auto Approve
0,0.26094353,26,Medium Risk,Quick Verification
0,0.033512723,3,Low Risk,Auto Approve
0,0.00063875417,0,Low Risk,Auto Approve
0,0.0015451103,0,Low Risk,Auto Approve
0,0.0027030304,0,Low Risk,Auto Approve
0,0.16262731,16,Low Risk,Auto Approve
0,0.56200093,56,High Risk,Manual Investigation
0,0.81200683,81,Critical Risk,Fraud Investigation Team
0,0.005328913,1,Low Risk,Auto Approve
0,0.15167987,15,Low Risk,Auto Approve
0,0.030779,3,Low Risk,Auto Approve
0,0.019548066,2,Low Risk,Auto Approve
1,0.5518609,55,High Risk,Manual Investigation
0,0.051405814,5,Low Risk,Auto Approve
0,0.79669374,80,Critical Risk,Fraud Investigation Team
0,0.02162434,2,Low Risk,Auto Approve
1,0.86343485,86,Critical Risk,Fraud Investigation Team
0,0.00053208246,0,Low Risk,Auto Approve
0,0.28694683,29,Medium Risk,Quick Verification
0,0.0025692044,0,Low Risk,Auto Approve
0,0.827371,83,Critical Risk,Fraud Investigation Team
0,0.11675321,12,Low Risk,Auto Approve
0,0.08961168,9,Low Risk,Auto Approve
0,0.00042150836,0,Low Risk,Auto Approve
0,0.72560203,73,High Risk,Manual Investigation
0,0.74068296,74,High Risk,Manual Investigation
0,0.0025874157,0,Low Risk,Auto Approve
0,0.5440444,54,High Risk,Manual Investigation
0,0.024670782,2,Low Risk,Auto Approve
0,0.6346307,63,High Risk,Manual Investigation
0,0.0013616171,0,Low Risk,Auto Approve
0,0.02967907,3,Low Risk,Auto Approve
0,0.30268162,30,Medium Risk,Quick Verification
0,0.83744353,84,Critical Risk,Fraud Investigation Team
0,0.056084085,6,Low Risk,Auto Approve
1,0.6048702,60,High Risk,Manual Investigation
0,0.0058537084,1,Low Risk,Auto Approve
0,0.0021455185,0,Low Risk,Auto Approve
0,0.62068295,62,High Risk,Manual Investigation
0,0.110884316,11,Low Risk,Auto Approve
0,0.0013733892,0,Low Risk,Auto Approve
0,0.0001708459,0,Low Risk,Auto Approve
0,0.1989033,20,Low Risk,Auto Approve
0,0.08191047,8,Low Risk,Auto Approve
0,0.26570857,27,Medium Risk,Quick Verification
0,0.009265579,1,Low Risk,Auto Approve
0,0.07026618,7,Low Risk,Auto Approve
0,0.8125104,81,Critical Risk,Fraud Investigation Team
0,0.10578092,11,Low Risk,Auto Approve
0,0.10950974,11,Low Risk,Auto Approve
0,0.0011114109,0,Low Risk,Auto Approve
0,0.0013802351,0,Low Risk,Auto Approve
0,0.13195266,13,Low Risk,Auto Approve
0,0.123675875,12,Low Risk,Auto Approve
0,0.03303077,3,Low Risk,Auto Approve
0,0.15220487,15,Low Risk,Auto Approve
0,0.03436869,3,Low Risk,Auto Approve
0,0.00087937823,0,Low Risk,Auto Approve
0,0.004114702,0,Low Risk,Auto Approve
0,0.0035163136,0,Low Risk,Auto Approve
0,0.70421064,70,High Risk,Manual Investigation
0,0.0033048089,0,Low Risk,Auto Approve
0,0.5589327,56,High Risk,Manual Investigation
0,0.10217155,10,Low Risk,Auto Approve
0,0.7596128,76,Critical Risk,Fraud Investigation Team
0,0.072673865,7,Low Risk,Auto Approve
0,0.28408656,28,Medium Risk,Quick Verification
0,0.17396109,17,Low Risk,Auto Approve
0,0.00045387243,0,Low Risk,Auto Approve
0,0.092100844,9,Low Risk,Auto Approve
1,0.12314879,12,Low Risk,Auto Approve
0,0.34782076,35,Medium Risk,Quick Verification
0,0.013107404,1,Low Risk,Auto Approve
0,0.007246644,1,Low Risk,Auto Approve
0,0.07506504,8,Low Risk,Auto Approve
0,0.06754612,7,Low Risk,Auto Approve
0,0.45359793,45,Medium Risk,Quick Verification
0,0.03435656,3,Low Risk,Auto Approve
1,0.5069003,51,High Risk,Manual Investigation
0,0.072109826,7,Low Risk,Auto Approve
0,0.33436686,33,Medium Risk,Quick Verification
0,0.019980783,2,Low Risk,Auto Approve
0,0.014253078,1,Low Risk,Auto Approve
0,0.0004929054,0,Low Risk,Auto Approve
0,0.6699858,67,High Risk,Manual Investigation
0,0.018385187,2,Low Risk,Auto Approve
0,0.34981745,35,Medium Risk,Quick Verification
0,0.7512642,75,High Risk,Manual Investigation
0,0.95944107,96,Critical Risk,Fraud Investigation Team
0,0.17283027,17,Low Risk,Auto Approve
0,0.0033593122,0,Low Risk,Auto Approve
0,0.7650327,77,Critical Risk,Fraud Investigation Team
0,0.19031534,19,Low Risk,Auto Approve
0,0.0014179074,0,Low Risk,Auto Approve
0,0.010074111,1,Low Risk,Auto Approve
0,0.529679,53,High Risk,Manual Investigation
0,0.850777,85,Critical Risk,Fraud Investigation Team
0,0.0067670713,1,Low Risk,Auto Approve
0,0.7084448,71,High Risk,Manual Investigation
0,0.21260078,21,Low Risk,Auto Approve
1,0.16761547,17,Low Risk,Auto Approve
0,0.00012314762,0,Low Risk,Auto Approve
0,4.1613923e-05,0,Low Risk,Auto Approve
0,0.003487207,0,Low Risk,Auto Approve
0,0.2645193,26,Medium Risk,Quick Verification
0,0.11456907,11,Low Risk,Auto Approve
0,0.049892876,5,Low Risk,Auto Approve
0,0.013413347,1,Low Risk,Auto Approve
0,0.0124706235,1,Low Risk,Auto Approve
0,0.053182792,5,Low Risk,Auto Approve
0,0.00019393023,0,Low Risk,Auto Approve
0,0.024749752,2,Low Risk,Auto Approve
0,0.012504447,1,Low Risk,Auto Approve
0,0.15634158,16,Low Risk,Auto Approve
0,0.11663794,12,Low Risk,Auto Approve
0,0.6650587,67,High Risk,Manual Investigation
0,5.715565e-05,0,Low Risk,Auto Approve
0,0.0009988543,0,Low Risk,Auto Approve
0,0.008564049,1,Low Risk,Auto Approve
0,0.0073825303,1,Low Risk,Auto Approve
0,0.0003249844,0,Low Risk,Auto Approve
0,0.00011694767,0,Low Risk,Auto Approve
0,0.9087415,91,Critical Risk,Fraud Investigation Team
0,0.002705394,0,Low Risk,Auto Approve
0,0.3956446,40,Medium Risk,Quick Verification
0,0.0021842415,0,Low Risk,Auto Approve
0,0.16899002,17,Low Risk,Auto Approve
0,0.00823565,1,Low Risk,Auto Approve
0,0.36708817,37,Medium Risk,Quick Verification
0,0.002220934,0,Low Risk,Auto Approve
0,0.70355576,70,High Risk,Manual Investigation
0,0.0014161485,0,Low Risk,Auto Approve
0,0.098558925,10,Low Risk,Auto Approve
0,0.3275383,33,Medium Risk,Quick Verification
0,0.12929529,13,Low Risk,Auto Approve
0,0.0012699878,0,Low Risk,Auto Approve
0,0.19107059,19,Low Risk,Auto Approve
0,0.38443556,38,Medium Risk,Quick Verification
0,0.0004425731,0,Low Risk,Auto Approve
0,0.8121616,81,Critical Risk,Fraud Investigation Team
0,0.047627393,5,Low Risk,Auto Approve
0,0.009449581,1,Low Risk,Auto Approve
0,0.0007628331,0,Low Risk,Auto Approve
0,0.0041921814,0,Low Risk,Auto Approve
0,0.7047293,70,High Risk,Manual Investigation
0,0.28926936,29,Medium Risk,Quick Verification
0,0.35194317,35,Medium Risk,Quick Verification
1,0.7421652,74,High Risk,Manual Investigation
0,0.12117999,12,Low Risk,Auto Approve
0,0.116773985,12,Low Risk,Auto Approve
0,0.0009128311,0,Low Risk,Auto Approve
0,0.58831805,59,High Risk,Manual Investigation
0,0.0081821075,1,Low Risk,Auto Approve
0,0.00081360847,0,Low Risk,Auto Approve
0,0.014468018,1,Low Risk,Auto Approve
1,0.92437285,92,Critical Risk,Fraud Investigation Team
0,0.03826046,4,Low Risk,Auto Approve
0,0.011343491,1,Low Risk,Auto Approve
0,0.64376724,64,High Risk,Manual Investigation
0,0.015084617,2,Low Risk,Auto Approve
0,0.00074180233,0,Low Risk,Auto Approve
0,0.00050711475,0,Low Risk,Auto Approve
0,0.015727201,2,Low Risk,Auto Approve
0,0.07732718,8,Low Risk,Auto Approve
0,0.03234211,3,Low Risk,Auto Approve
0,0.0098594595,1,Low Risk,Auto Approve
0,0.018373108,2,Low Risk,Auto Approve
0,0.01246426,1,Low Risk,Auto Approve
0,0.0018099182,0,Low Risk,Auto Approve
0,0.0031471173,0,Low Risk,Auto Approve
0,0.6046335,60,High Risk,Manual Investigation
0,0.009087751,1,Low Risk,Auto Approve
0,0.5887983,59,High Risk,Manual Investigation
0,0.00084071705,0,Low Risk,Auto Approve
0,0.0005061829,0,Low Risk,Auto Approve
0,0.23128523,23,Low Risk,Auto Approve
0,0.004105774,0,Low Risk,Auto Approve
0,0.00086516904,0,Low Risk,Auto Approve
0,0.38489172,38,Medium Risk,Quick Verification
0,0.0047899904,0,Low Risk,Auto Approve
0,0.0046910597,0,Low Risk,Auto Approve
0,0.351566,35,Medium Risk,Quick Verification
0,0.009037123,1,Low Risk,Auto Approve
0,0.074056216,7,Low Risk,Auto Approve
0,0.1099841,11,Low Risk,Auto Approve
0,0.20610972,21,Low Risk,Auto Approve
0,0.0015942142,0,Low Risk,Auto Approve
0,0.015070682,2,Low Risk,Auto Approve
0,0.5771794,58,High Risk,Manual Investigation
0,0.6166235,62,High Risk,Manual Investigation
0,0.1946676,19,Low Risk,Auto Approve
0,0.53380936,53,High Risk,Manual Investigation
0,0.16552426,17,Low Risk,Auto Approve
0,0.017191816,2,Low Risk,Auto Approve
0,0.3748346,37,Medium Risk,Quick Verification
0,0.4223768,42,Medium Risk,Quick Verification
0,0.0013335021,0,Low Risk,Auto Approve
0,0.0033471785,0,Low Risk,Auto Approve
0,0.76814455,77,Critical Risk,Fraud Investigation Team
0,0.0025395502,0,Low Risk,Auto Approve
0,0.0057176817,1,Low Risk,Auto Approve
0,0.737318,74,High Risk,Manual Investigation
0,0.09767245,10,Low Risk,Auto Approve
0,0.1133465,11,Low Risk,Auto Approve
0,0.077531874,8,Low Risk,Auto Approve
0,0.6210068,62,High Risk,Manual Investigation
0,0.004755455,0,Low Risk,Auto Approve
0,0.0021206713,0,Low Risk,Auto Approve
0,0.77880365,78,Critical Risk,Fraud Investigation Team
0,0.0012007905,0,Low Risk,Auto Approve
0,0.00836438,1,Low Risk,Auto Approve
0,0.0028304413,0,Low Risk,Auto Approve
0,0.019910226,2,Low Risk,Auto Approve
0,0.00013153943,0,Low Risk,Auto Approve
0,0.2613866,26,Medium Risk,Quick Verification
0,0.0016956918,0,Low Risk,Auto Approve
0,0.029310513,3,Low Risk,Auto Approve
1,0.79262006,79,Critical Risk,Fraud Investigation Team
0,0.00082397164,0,Low Risk,Auto Approve
0,0.0059825582,1,Low Risk,Auto Approve
0,0.0040595303,0,Low Risk,Auto Approve
0,0.01655966,2,Low Risk,Auto Approve
0,0.004249834,0,Low Risk,Auto Approve
0,0.00017239526,0,Low Risk,Auto Approve
0,0.6159906,62,High Risk,Manual Investigation
0,0.22221082,22,Low Risk,Auto Approve
0,0.03714982,4,Low Risk,Auto Approve
0,0.029801022,3,Low Risk,Auto Approve
0,0.7759376,78,Critical Risk,Fraud Investigation Team
0,0.011340973,1,Low Risk,Auto Approve
1,0.75353503,75,High Risk,Manual Investigation
0,9.7063006e-05,0,Low Risk,Auto Approve
0,0.4385262,44,Medium Risk,Quick Verification
0,6.4275824e-05,0,Low Risk,Auto Approve
0,0.00060006353,0,Low Risk,Auto Approve
0,0.104152694,10,Low Risk,Auto Approve
1,0.7279128,73,High Risk,Manual Investigation
0,0.12902263,13,Low Risk,Auto Approve
0,0.00047991762,0,Low Risk,Auto Approve
0,0.040365975,4,Low Risk,Auto Approve
0,0.0007300906,0,Low Risk,Auto Approve
0,0.13691513,14,Low Risk,Auto Approve
0,0.48939818,49,Medium Risk,Quick Verification
0,0.6971088,70,High Risk,Manual Investigation
0,0.018909879,2,Low Risk,Auto Approve
0,0.053041402,5,Low Risk,Auto Approve
0,0.42612574,43,Medium Risk,Quick Verification
0,0.4968964,50,Medium Risk,Quick Verification
0,0.20395708,20,Low Risk,Auto Approve
0,0.00031182135,0,Low Risk,Auto Approve
0,0.06990593,7,Low Risk,Auto Approve
0,0.74778587,75,High Risk,Manual Investigation
0,0.06433779,6,Low Risk,Auto Approve
0,0.008390477,1,Low Risk,Auto Approve
0,0.056461222,6,Low Risk,Auto Approve
0,0.08377834,8,Low Risk,Auto Approve
0,0.00070721627,0,Low Risk,Auto Approve
1,0.22605991,23,Low Risk,Auto Approve
0,0.097740464,10,Low Risk,Auto Approve
0,0.020089889,2,Low Risk,Auto Approve
0,0.46918744,47,Medium Risk,Quick Verification
0,0.0017203694,0,Low Risk,Auto Approve
0,0.0018902671,0,Low Risk,Auto Approve
0,0.001711256,0,Low Risk,Auto Approve
0,0.06316277,6,Low Risk,Auto Approve
0,0.8528455,85,Critical Risk,Fraud Investigation Team
0,0.52646255,53,High Risk,Manual Investigation
1,0.57135874,57,High Risk,Manual Investigation
0,0.0063937805,1,Low Risk,Auto Approve
0,0.0021580604,0,Low Risk,Auto Approve
1,0.08562627,9,Low Risk,Auto Approve
0,0.0018174709,0,Low Risk,Auto Approve
0,0.035120666,4,Low Risk,Auto Approve
0,0.058871306,6,Low Risk,Auto Approve
0,0.32949525,33,Medium Risk,Quick Verification
0,0.0015561242,0,Low Risk,Auto Approve
0,0.0033912899,0,Low Risk,Auto Approve
0,0.012562712,1,Low Risk,Auto Approve
0,0.7301103,73,High Risk,Manual Investigation
0,0.0018880949,0,Low Risk,Auto Approve
0,0.21437639,21,Low Risk,Auto Approve
0,0.0014362651,0,Low Risk,Auto Approve
0,0.44356608,44,Medium Risk,Quick Verification
0,0.3655212,37,Medium Risk,Quick Verification
0,0.00071053323,0,Low Risk,Auto Approve
0,0.03798301,4,Low Risk,Auto Approve
0,0.00035118742,0,Low Risk,Auto Approve
0,0.028615532,3,Low Risk,Auto Approve
0,0.061825454,6,Low Risk,Auto Approve
0,0.00019310304,0,Low Risk,Auto Approve
1,0.1586754,16,Low Risk,Auto Approve
0,0.014429004,1,Low Risk,Auto Approve
0,0.8293267,83,Critical Risk,Fraud Investigation Team
0,0.09889869,10,Low Risk,Auto Approve
0,0.009856802,1,Low Risk,Auto Approve
0,0.81822866,82,Critical Risk,Fraud Investigation Team
1,0.002965116,0,Low Risk,Auto Approve
0,0.025190564,3,Low Risk,Auto Approve
0,0.74314296,74,High Risk,Manual Investigation
0,0.0039265705,0,Low Risk,Auto Approve
0,0.029238053,3,Low Risk,Auto Approve
0,0.046760704,5,Low Risk,Auto Approve
0,0.058080234,6,Low Risk,Auto Approve
0,0.07650288,8,Low Risk,Auto Approve
0,0.00071096804,0,Low Risk,Auto Approve
0,0.00021786263,0,Low Risk,Auto Approve
0,0.027032694,3,Low Risk,Auto Approve
0,0.27552277,28,Medium Risk,Quick Verification
0,0.0012260444,0,Low Risk,Auto Approve
0,0.20130555,20,Low Risk,Auto Approve
0,0.13550925,14,Low Risk,Auto Approve
0,0.5923561,59,High Risk,Manual Investigation
0,0.0027630867,0,Low Risk,Auto Approve
0,0.40736166,41,Medium Risk,Quick Verification
0,0.7259554,73,High Risk,Manual Investigation
0,0.07313566,7,Low Risk,Auto Approve
0,0.03830503,4,Low Risk,Auto Approve
0,0.0023218135,0,Low Risk,Auto Approve
0,0.3722331,37,Medium Risk,Quick Verification
0,0.05626376,6,Low Risk,Auto Approve
0,0.5138506,51,High Risk,Manual Investigation
0,0.0036783603,0,Low Risk,Auto Approve
0,0.0011086187,0,Low Risk,Auto Approve
0,0.0006135248,0,Low Risk,Auto Approve
0,0.014121273,1,Low Risk,Auto Approve
0,0.0025075697,0,Low Risk,Auto Approve
0,0.0017756129,0,Low Risk,Auto Approve
0,0.9554493,96,Critical Risk,Fraud Investigation Team
0,0.8363422,84,Critical Risk,Fraud Investigation Team
0,0.0105148535,1,Low Risk,Auto Approve
0,0.0011622654,0,Low Risk,Auto Approve
0,0.00035443043,0,Low Risk,Auto Approve
0,0.4019102,40,Medium Risk,Quick Verification
0,0.002920098,0,Low Risk,Auto Approve
0,0.001681622,0,Low Risk,Auto Approve
0,0.0014376314,0,Low Risk,Auto Approve
0,0.08063417,8,Low Risk,Auto Approve
0,0.77826464,78,Critical Risk,Fraud Investigation Team
1,0.79378754,79,Critical Risk,Fraud Investigation Team
0,0.00017110299,0,Low Risk,Auto Approve
0,0.00044594496,0,Low Risk,Auto Approve
0,0.6214367,62,High Risk,Manual Investigation
0,0.019255364,2,Low Risk,Auto Approve
0,0.15658668,16,Low Risk,Auto Approve
0,0.43173483,43,Medium Risk,Quick Verification
0,0.2092201,21,Low Risk,Auto Approve
0,0.3021463,30,Medium Risk,Quick Verification
0,0.44947183,45,Medium Risk,Quick Verification
0,0.4060008,41,Medium Risk,Quick Verification
0,0.6985124,70,High Risk,Manual Investigation
1,0.74396896,74,High Risk,Manual Investigation
0,0.5046787,50,Medium Risk,Quick Verification
0,0.11741526,12,Low Risk,Auto Approve
0,0.032447886,3,Low Risk,Auto Approve
0,0.021263473,2,Low Risk,Auto Approve
1,0.09988901,10,Low Risk,Auto Approve
0,0.28008717,28,Medium Risk,Quick Verification
0,0.26711732,27,Medium Risk,Quick Verification
0,0.00042904646,0,Low Risk,Auto Approve
0,0.10920178,11,Low Risk,Auto Approve
0,0.055921555,6,Low Risk,Auto Approve
0,0.30700988,31,Medium Risk,Quick Verification
